pidlink,kw03,kw04
254105102,1.0,3:Self
254110002,1.0,
254120002,,
254120003,1.0,3:Self
254125202,1.0,3:Self
254140002,2.0,3:Self
254160004,,
254160005,,
254163102,,
254173102,,
254190002,,
254190004,,
254193102,,
254194202,,
254200002,,
255010006,1.0,3:Self
255020003,,
255020005,1.0,3:Self
255030002,,
255040002,2.0,3:Self
255060008,,
255063102,,
255080002,,
255080005,2.0,3:Self
255120002,,
255120003,1.0,3:Self
255130003,,
255130004,,
255180002,,
255180005,1.0,3:Self
255180006,1.0,3:Self
255183102,,
255184206,2.0,3:Self
255200003,,
256010003,,
256030002,,
256035102,1.0,3:Self
256040002,1.0,
256040005,,
256120002,,
256140002,,
256140010,1.0,3:Self
256150002,1.0,
256150004,1.0,3:Self
256154102,,
256160004,,
256170003,,
256170004,,
256190002,,
256200007,1.0,3:Self
256205102,1.0,3:Self
257010003,,
257010004,,
257010005,,
257010011,,
257010014,1.0,3:Self
257020002,,
257025102,1.0,3:Self
257040002,1.0,
257040004,1.0,3:Self
257050002,,
257050005,,
257060003,,
257060004,,
257060006,1.0,
257063204,1.0,3:Self
257064102,,
257070002,,
257070003,1.0,3:Self
257093102,,
257100004,,
257100008,2.0,3:Self
257120003,1.0,
257120005,,
257123202,1.0,
257130002,,
257140007,,
257140011,,
257150002,,
257150004,,
257150005,2.0,3:Self
257150006,1.0,3:Self
257160002,,
257160003,,
257160004,,
257160007,2.0,3:Self
257164102,,
257170004,,
257180003,1.0,3:Self
257190002,,
257190010,1.0,3:Self
258010006,,
258010007,,
258010008,1.0,3:Self
258010010,1.0,3:Self
258024102,,
258030003,,
258030004,,
258040005,,
258040007,1.0,3:Self
258043104,1.0,4:Family
258050002,,
258050003,,
258060004,,
258070002,1.0,
258070003,,
258080002,,
258080003,,
258080006,1.0,3:Self
258084202,,
258085102,2.0,3:Self
258100002,,
258100003,1.0,3:Self
258113210,1.0,3:Self
258120003,,
258130002,,
258130003,,
258130004,1.0,3:Self
258140004,2.0,3:Self
258150005,,
258170002,1.0,3:Self
258170003,,
258184102,,
258190002,,
258190003,2.0,3:Self
258200002,,
258205102,1.0,3:Self
258205202,1.0,3:Self
259010003,,
259010004,2.0,3:Self
259015102,1.0,3:Self
259060002,,
259100003,,
259130009,1.0,3:Self
259131102,1.0,3:Self
259160001,,
259160002,1.0,3:Self
259160003,1.0,3:Self
259170003,1.0,3:Self
259170005,,
260010002,,
260030002,,
260054102,,
260070003,,
260070004,,
260070005,,
260070006,,
260070008,1.0,3:Self
260075202,2.0,3:Self
260090002,,
260093109,2.0,3:Self
260110002,2.0,3:Self
260110003,1.0,3:Self
260130005,,
260140003,2.0,3:Self
260140004,,
260180001,2.0,
261020005,,
261023102,,
261023202,,
261030004,,
261030005,2.0,3:Self
261030007,1.0,3:Self
261033102,,
261053102,,
261060002,,
261060004,1.0,3:Self
261080002,1.0,
261080004,1.0,3:Self
261140004,,
261145102,1.0,3:Self
261150005,,
261160002,,
261160003,1.0,3:Self
261170002,,
261170003,,
261190005,1.0,3:Self
262020003,1.0,3:Self
262030003,,
262043104,,
262054102,,
262070004,1.0,3:Self
262080002,,
262090002,,
262100002,,
262104102,,
262105102,1.0,3:Self
262110003,,
262120003,1.0,3:Self
262124202,1.0,3:Self
262143106,1.0,3:Self
262150006,,
262160002,,
262170002,,
262180002,1.0,
262180003,,
262180006,2.0,3:Self
262190002,,
262200001,,
263010004,1.0,3:Self
263020002,1.0,3:Self
263025104,1.0,3:Self
263025204,1.0,3:Self
263030002,,
263040003,,
263040008,,
263050003,,
263070005,,
263080005,,
263090003,,
263090004,1.0,3:Self
263120003,,
263120005,,
263140002,,
263150002,,
263150005,,
263154102,,
263160002,,
263160003,1.0,3:Self
263170004,,
263173202,,
263180003,1.0,3:Self
263180006,,
263190002,,
263190003,,
263190005,,
263200002,,
263200005,,
263210002,,
263214202,,
263230002,,
263230003,,
263230007,,
263240002,,
263240005,,
263245104,1.0,3:Self
263250004,,
263250005,1.0,3:Self
263260004,,
263270002,,
263270003,1.0,3:Self
263280003,1.0,3:Self
263280006,1.0,3:Self
263300004,,
263420004,,
264040002,,
264040003,1.0,3:Self
264050006,,
264050007,1.0,3:Self
264053102,,
264060002,1.0,
264070005,1.0,3:Self
264070008,1.0,3:Self
264075104,1.0,3:Self
264080002,,
264080003,1.0,3:Self
264090002,,
264090004,1.0,
264100003,,
264100009,1.0,3:Self
264110002,,
264130006,,
264150005,,
264160004,,
264160007,,
264160010,1.0,
264163202,,
264164204,1.0,3:Self
264170006,,
264170007,,
264180005,,
264180007,,
264180008,1.0,3:Self
264180016,1.0,3:Self
264190002,,
265010004,,
265010009,,
265090001,,
265100004,1.0,
265100005,,
265100008,,
265100015,1.0,3:Self
265120002,,
265130002,,
265160002,,
265190002,,
266020002,,
266020003,,
266020004,,
266030002,,
266030005,,
266040002,,
266040003,,
266040004,1.0,3:Self
266043202,,
266043302,,
266043402,,
266090003,,
266090006,,
266100002,,
266110002,,
266115102,1.0,3:Self
266115202,1.0,3:Self
266140002,,
266140003,,
266140005,1.0,3:Self
266145202,1.0,3:Self
266150002,,
266155103,1.0,3:Self
266160003,,
266160006,1.0,3:Self
266170007,,
266170008,,
266170009,,
266175202,1.0,3:Self
266180002,1.0,
266190004,1.0,3:Self
266191102,,
267010006,1.0,3:Self
267010007,,
267010009,,
267040002,,
267040007,1.0,3:Self
267050003,1.0,3:Self
267050005,,
267050006,,
267100005,,
267110004,1.0,3:Self
267110005,,
267110009,,
267115102,2.0,3:Self
267130003,,
267130004,,
267140006,1.0,3:Self
267150002,,
267150003,,
267160003,,
267184102,,
267190002,,
267194102,,
268010004,,
268010010,1.0,3:Self
268020002,,
268020003,1.0,3:Self
268030002,,
268030007,1.0,3:Self
268040004,1.0,3:Self
268050002,,
268060005,1.0,3:Self
268060006,1.0,3:Self
268090002,,
268090004,1.0,3:Self
268095103,1.0,3:Self
268100002,,
268100003,,
268100006,1.0,3:Self
268120002,,
268120003,1.0,3:Self
268160003,1.0,3:Self
268170002,,
268190002,,
268200002,,
268210002,,
268210004,1.0,3:Self
268210006,1.0,3:Self
268224102,,
268240004,,
268250002,,
268254102,1.0,3:Self
268260002,,
268270002,,
268270003,1.0,3:Self
268280002,,
268280003,1.0,3:Self
268410004,,
268420003,,
268420004,,
268421105,,
268425102,1.0,3:Self
268430002,,
269020004,,
269020005,,
269030002,,
269030004,,
269060004,,
269090002,,
269090007,1.0,3:Self
269110004,,
269120004,1.0,
269140004,,
269140005,,
269140007,,
269150005,,
269160002,,
269160004,,
269160007,1.0,3:Self
269180004,,
269200007,1.0,3:Self
269205104,1.0,3:Self
269210002,,
269210004,,
269210007,1.0,3:Self
269230002,,
269240002,,
269240006,1.0,3:Self
269270002,,
269274105,1.0,3:Self
269300003,1.0,3:Self
269410003,1.0,3:Self
270010003,,
270020003,1.0,
270040002,2.0,3:Self
270040013,1.0,3:Self
270043102,,
270045202,1.0,3:Self
270050002,,
270050003,1.0,3:Self
270050006,,
270050007,,
270060002,,
270070003,1.0,3:Self
270080005,,
270100002,,
270110006,,
270110007,,
270120002,,
270120005,,
270125102,1.0,3:Self
270140003,1.0,3:Self
270150002,,
270150003,,
270150004,1.0,3:Self
270160004,,
270160005,1.0,3:Self
270160006,1.0,3:Self
270180004,1.0,3:Self
270190002,1.0,
270190003,2.0,3:Self
270190005,1.0,3:Self
270200002,,
270200007,,
270200008,1.0,3:Self
271010005,1.0,3:Self
271010009,1.0,3:Self
271020002,,
271020004,,
271025102,1.0,3:Self
271030002,,
271030003,1.0,3:Self
271030008,1.0,3:Self
271040003,,
271040004,1.0,3:Self
271040006,1.0,3:Self
271050002,,
271060002,,
271060003,1.0,3:Self
271060006,1.0,3:Self
271064203,1.0,3:Self
271070002,,
271070005,1.0,3:Self
271080004,1.0,
271080007,,
271080008,1.0,3:Self
271090003,,
271100002,,
271100004,,
271110011,1.0,3:Self
271115102,1.0,3:Self
271115202,1.0,3:Self
271120007,,
271130002,,
271130003,1.0,3:Self
271130004,,
271130006,1.0,
271140002,,
271145102,1.0,3:Self
271150012,1.0,3:Self
271153106,1.0,3:Self
271160003,,
271170003,1.0,3:Self
271170004,,
271170005,2.0,3:Self
271170007,3.0,3:Self
271184102,1.0,
271190003,,
271200002,,
271201107,,
271210003,1.0,3:Self
271210006,,
271220002,1.0,
271220004,1.0,1:Parent
271220006,1.0,3:Self
271230002,,
271240007,,
271241102,,
271270002,,
271270004,1.0,3:Self
271270006,1.0,3:Self
271280005,,
271290003,,
271295102,1.0,3:Self
271300004,1.0,
271300006,,
271300007,1.0,3:Self
272010002,1.0,
272010004,1.0,3:Self
272010006,1.0,3:Self
272020002,,
272030002,,
272030003,1.0,3:Self
272040002,,
272050002,,
272050003,,
272054102,,
272060002,,
272070005,,
272070007,,
272070011,,
272070012,,
272070013,,
272074202,,
272080002,,
272080003,,
272090002,,
272090003,1.0,3:Self
272093103,1.0,3:Self
272100002,,
272100004,1.0,3:Self
272110002,,
272110007,,
272110008,,
272120002,,
272120003,,
272124102,,
272130005,1.0,3:Self
272134102,,
272143102,,
272145102,1.0,3:Self
272160002,,
272160006,,
272160007,1.0,3:Self
272163102,,
272164102,1.0,3:Self
272180005,,
272183102,,
272190003,1.0,3:Self
272190004,,
272200002,,
272200004,1.0,3:Self
272204102,,
272210002,,
272210003,,
272210008,1.0,3:Self
272214102,,
272220004,,
272240002,,
272240006,,
272244102,,
272250002,,
272260004,,
272260005,,
272270002,,
272270007,1.0,3:Self
272280002,,
272280005,1.0,3:Self
272290006,1.0,3:Self
272290012,1.0,3:Self
272294102,2.0,3:Self
272294211,1.0,3:Self
272300002,,
272300003,,
273010002,,
273010007,1.0,3:Self
273020002,,
273030002,,
273030004,,
273040002,,
273043102,,
273044102,,
273044202,,
273050002,,
273050003,1.0,3:Self
273050005,,
273050006,1.0,3:Self
273060002,,
273070004,,
273070006,1.0,3:Self
273080002,,
273084202,,
273090009,3.0,3:Self
273100002,,
273100005,1.0,3:Self
273104102,,
273105102,2.0,3:Self
273110002,,
273110003,,
273110006,,
273120002,1.0,1:Parent
273120003,1.0,1:Parent
273121102,,
273130002,,
273130006,,
273135202,1.0,3:Self
273140002,1.0,3:Self
273140003,1.0,3:Self
273150004,1.0,3:Self
273150005,1.0,3:Self
273150006,,
273160004,,
273165102,1.0,3:Self
273170002,2.0,3:Self
273170003,,
273170008,1.0,3:Self
273180002,,
273190003,,
273190005,1.0,3:Self
273190006,,
273190011,,
273190016,1.0,3:Self
273200003,,
273200004,,
273210004,1.0,3:Self
273220002,,
273220006,1.0,3:Self
273220008,,
273224202,,
273230002,,
273240004,,
273260005,,
273260007,,
273270002,1.0,
273270006,,
273280002,,
273300002,,
273300006,1.0,3:Self
273300007,1.0,3:Self
273303106,1.0,3:Self
274010005,,
274014202,,
274020005,,
274020008,1.0,3:Self
274020009,1.0,3:Self
274020010,,
274024303,1.0,95:Other
274024402,,
274030002,,
274030004,1.0,3:Self
274030006,1.0,3:Self
274040002,,
274053102,,
274060003,1.0,3:Self
274064106,2.0,
274070004,1.0,
274080002,,
274100003,,
274100004,1.0,3:Self
274110002,,
274110003,1.0,
274110004,,
274110006,,
274110008,,
274120002,,
274125102,1.0,3:Self
274125202,1.0,3:Self
274130005,1.0,3:Self
274140005,,
274140010,1.0,3:Self
274150002,,
274150006,1.0,3:Self
274160003,,
274160004,,
274160006,1.0,3:Self
274160010,1.0,3:Self
274170002,,
274170003,1.0,3:Self
274175202,1.0,3:Self
274180004,,
274200002,,
274200004,,
274200008,,
274210004,1.0,
274220002,,
274220004,3.0,3:Self
274220006,,
274230002,,
274240002,,
274240003,,
274245102,1.0,3:Self
274245202,1.0,3:Self
274250002,,
274250006,,
274274102,1.0,3:Self
274274302,,
274290003,,
274300004,,
275010002,,
275010003,,
275020005,1.0,
275020007,,
275020010,,
275040003,1.0,3:Self
275050002,,
275050003,,
275050008,1.0,3:Self
275060003,,
275070004,,
275090002,1.0,
275090005,,
275090007,1.0,
275090009,,
275110003,,
275110006,2.0,3:Self
275110009,1.0,3:Self
275120002,,
275130002,,
275130003,1.0,3:Self
275130008,1.0,3:Self
275140004,,
275140005,,
275140009,,
275150002,,
275160002,,
275170004,1.0,3:Self
275170005,1.0,3:Self
275171102,,
275180006,1.0,3:Self
275180010,1.0,3:Self
275183102,,
275184102,1.0,3:Self
275193102,,
275200002,,
275200003,,
275200004,1.0,3:Self
275200005,1.0,3:Self
276010006,1.0,3:Self
276010007,,
276010009,1.0,3:Self
276013102,,
276014102,,
276014202,,
276020010,,
276024102,,
276025103,1.0,3:Self
276030005,,
276030007,,
276040004,,
276045102,1.0,3:Self
276050002,,
276050003,,
276050005,,
276054102,,
276060007,,
276060012,,
276070004,1.0,3:Self
276080004,1.0,3:Self
276080006,1.0,3:Self
276084103,1.0,3:Self
276090005,1.0,3:Self
276090006,1.0,3:Self
276103103,1.0,3:Self
276104102,,
276110002,,
276110005,1.0,3:Self
276110006,1.0,3:Self
276110008,,
276110009,1.0,3:Self
276115102,1.0,3:Self
276120002,,
276120004,1.0,3:Self
276130002,,
276130003,1.0,3:Self
276130004,1.0,3:Self
276140003,1.0,
276140004,,
276140005,1.0,3:Self
276150004,,
276150005,,
276150009,2.0,3:Self
276154102,,
276160004,2.0,3:Self
276170002,,
276173102,,
276175102,1.0,3:Self
276180007,,
276183102,,
276190002,,
276190005,1.0,
276190006,,
276200003,,
277010003,,
277010004,1.0,3:Self
277010005,1.0,3:Self
277020002,,
277020005,,
277020006,1.0,3:Self
277020007,,
277024102,,
277030002,,
277030004,,
277035102,1.0,3:Self
277040002,,
277040008,,
277045102,1.0,3:Self
277045202,1.0,3:Self
277050002,,
277050005,2.0,3:Self
277050008,1.0,3:Self
277050009,1.0,3:Self
277060002,,
277060004,1.0,3:Self
277070003,,
277070012,1.0,3:Self
277075202,1.0,3:Self
277080006,,
277083102,,
277090002,,
277090003,,
277090005,,
277090010,1.0,3:Self
277100007,3.0,3:Self
277110002,,
277110003,,
277115102,1.0,3:Self
277120003,1.0,3:Self
277120007,,
277120011,,
277130002,,
277130005,,
277130006,,
277130007,1.0,3:Self
277130011,1.0,3:Self
277140003,,
277140012,1.0,3:Self
277140013,,
277140014,1.0,3:Self
277140016,1.0,3:Self
277141102,,
277143102,2.0,
277144102,,
277160002,,
277160003,1.0,1:Parent
277180007,1.0,3:Self
277190002,,
277190003,1.0,3:Self
277190004,1.0,3:Self
278013102,,
278020005,1.0,
278020006,3.0,3:Self
278024102,,
278025102,1.0,3:Self
278025202,1.0,3:Self
278030002,,
278030006,2.0,3:Self
278031107,1.0,3:Self
278033102,,
278040002,,
278060009,,
278060010,2.0,3:Self
278060015,1.0,3:Self
278063102,,
278073102,,
278080002,,
278080003,1.0,3:Self
278080005,,
278100006,,
278103102,,
278120004,,
278120005,,
278120007,,
278120010,,
278150008,,
278160003,,
278180001,,
278180003,1.0,3:Self
278200002,1.0,
279010004,,
279030006,1.0,3:Self
279030008,1.0,3:Self
279030009,,
279033205,1.0,3:Self
279040004,,
279040006,1.0,3:Self
279050002,,
279050003,1.0,3:Self
279050004,1.0,3:Self
279050005,1.0,3:Self
279060006,,
279070002,,
279090003,1.0,3:Self
279090005,1.0,3:Self
279090006,1.0,3:Self
279090007,,
279100002,,
279105102,1.0,3:Self
279110003,3.0,3:Self
279110006,1.0,3:Self
279110007,1.0,3:Self
279114202,,
279120003,,
279120005,1.0,3:Self
279120006,2.0,3:Self
279121104,1.0,3:Self
279130002,,
279130005,1.0,3:Self
279130012,1.0,3:Self
279140001,,
279140003,,
279150003,,
279150004,2.0,3:Self
279150006,1.0,3:Self
279150008,1.0,3:Self
279160002,,
279160004,,
279160005,1.0,3:Self
279165102,1.0,3:Self
279165302,1.0,3:Self
279170003,,
279170005,1.0,3:Self
279173103,1.0,3:Self
279180004,,
279190003,,
279190004,,
279190005,1.0,3:Self
279200003,,
279200005,,
279200006,,
279200007,,
279200010,1.0,3:Self
279210002,,
279210003,,
279210004,1.0,3:Self
279230002,,
279230003,1.0,3:Self
279230004,1.0,3:Self
279240003,,
279240006,1.0,3:Self
279260001,1.0,
279260002,,
279260006,,
279260009,1.0,3:Self
279265102,1.0,3:Self
279270006,1.0,3:Self
279280002,,
279280005,1.0,3:Self
279280007,1.0,3:Self
279285102,1.0,3:Self
279290002,,
279290005,,
279290006,1.0,3:Self
279295102,1.0,3:Self
280010002,,
280010003,1.0,3:Self
280010004,1.0,3:Self
280015302,1.0,3:Self
280020008,1.0,3:Self
280024102,,
280025102,1.0,3:Self
280030005,,
280030007,1.0,3:Self
280035102,1.0,3:Self
280040003,1.0,
280050002,,
280050004,1.0,3:Self
280055102,1.0,3:Self
280060002,,
280073203,,
280080003,1.0,3:Self
280090006,2.0,3:Self
280090007,1.0,3:Self
280090018,,
280094102,,
280095202,1.0,3:Self
280100002,,
280100003,1.0,3:Self
280110004,,
280110005,,
280112102,,
280115102,1.0,3:Self
280120001,,
280120004,,
280120005,,
280120009,1.0,3:Self
280123102,,
280140002,,
280140008,1.0,3:Self
280140009,1.0,3:Self
280150004,1.0,3:Self
280150005,,
280150006,,
280160003,,
280160006,,
280170002,,
280170005,1.0,3:Self
280171102,,
280173102,,
280173202,,
280174102,,
280175102,1.0,3:Self
280190002,,
280200003,,
280200004,,
280200005,1.0,3:Self
280200007,1.0,3:Self
280200008,2.0,3:Self
280210003,,
280210005,,
280210006,1.0,3:Self
280220006,,
280224102,,
280224202,,
280225102,1.0,3:Self
280230002,,
280230005,1.0,3:Self
280235102,1.0,3:Self
280240002,,
280240003,,
280240004,1.0,
280240006,1.0,3:Self
280245102,1.0,3:Self
280250004,,
280254202,,
280260002,,
280280005,,
280290006,,
280294102,,
280300003,,
280305102,1.0,3:Self
280305202,1.0,3:Self
281011102,,
281015102,1.0,3:Self
281020002,1.0,3:Self
281020008,1.0,3:Self
281022102,,
281030004,,
281030007,1.0,3:Self
281031102,2.0,
281034102,,
281040002,,
281040003,,
281040004,1.0,3:Self
281040005,1.0,3:Self
281040006,1.0,3:Self
281060002,2.0,3:Self
281060003,1.0,3:Self
281080005,3.0,3:Self
281114102,,
281120004,1.0,3:Self
281125102,1.0,3:Self
281130002,,
281130011,1.0,3:Self
281130012,1.0,3:Self
281130013,2.0,3:Self
281144102,,
281145102,1.0,3:Self
281153102,,
281160002,,
281160003,1.0,3:Self
281160004,1.0,3:Self
281170003,,
281170006,,
281170007,2.0,3:Self
281170008,1.0,3:Self
281190002,,
282010004,1.0,3:Self
282010006,1.0,3:Self
282010007,1.0,3:Self
282015102,1.0,3:Self
282015302,1.0,3:Self
282020001,,
282020004,,
282020007,,
282030002,1.0,
282030004,,
282030006,,
282030007,1.0,3:Self
282030009,,
282040018,1.0,3:Self
282045102,1.0,3:Self
282050002,3.0,3:Self
282054102,3.0,
282060004,,
282070006,1.0,3:Self
282073106,1.0,3:Self
282073202,,
282080002,,
282080005,1.0,3:Self
282090004,,
282090005,,
282090007,1.0,3:Self
282090008,1.0,3:Self
282090013,1.0,3:Self
282095302,1.0,3:Self
282100006,1.0,3:Self
282100008,,
282101102,,
282101103,1.0,3:Self
282105102,1.0,3:Self
282110002,,
282110007,1.0,3:Self
282120002,,
282124104,1.0,3:Self
282130003,,
282130005,,
282140002,,
282140003,2.0,3:Self
282140005,1.0,3:Self
282150002,,
282150005,1.0,3:Self
282160002,,
282165102,1.0,3:Self
282170004,1.0,3:Self
282170006,2.0,3:Self
282170011,1.0,3:Self
282180001,,
282190002,3.0,
282190007,,
282210001,,
282220001,2.0,
282240004,,
282240006,,
282250002,,
282260002,1.0,3:Self
282270004,,
282270005,,
282275102,1.0,3:Self
282280006,,
282290001,,
282293001,2.0,3:Self
282410001,,
282410002,1.0,3:Self
283010002,,
283015102,1.0,3:Self
283020005,,
283024102,,
283030003,,
283030004,1.0,
283030013,,
283034102,,
283034202,,
283040005,,
283050002,,
283050005,1.0,3:Self
283050008,1.0,3:Self
283053102,,
283053202,,
283070002,,
283070003,1.0,3:Self
283080002,,
283080003,1.0,3:Self
283085202,1.0,3:Self
283093102,,
283093202,,
283100002,,
283110002,,
283110004,,
283110005,1.0,3:Self
283110008,1.0,3:Self
283120003,,
283130002,,
283140002,,
283140006,,
283145102,1.0,3:Self
283145202,1.0,3:Self
283145302,1.0,3:Self
283150002,,
283150007,1.0,3:Self
283165102,1.0,3:Self
283173102,,
283174102,,
283174202,,
283174402,,
283180003,1.0,3:Self
283190006,,
283190008,1.0,3:Self
283191102,,
283200003,,
283200004,1.0,3:Self
283200005,1.0,3:Self
283210004,1.0,3:Self
283220001,,
283220005,,
283220008,1.0,3:Self
283230003,1.0,3:Self
283230004,1.0,3:Self
283231102,,
283240003,,
283240004,1.0,3:Self
283250002,,
283250004,1.0,3:Self
283250005,1.0,3:Self
283250007,,
283260001,,
283260002,1.0,3:Self
283270002,,
283280005,,
283280007,,
283280008,1.0,
283290002,,
283290005,1.0,3:Self
283300004,1.0,3:Self
283300005,1.0,3:Self
283300007,1.0,3:Self
283300008,1.0,3:Self
283300010,1.0,3:Self
284010005,3.0,3:Self
284010008,2.0,3:Self
284013105,1.0,1:Parent
284015202,1.0,3:Self
284020002,1.0,3:Self
284020004,1.0,3:Self
284030002,,
284030003,2.0,3:Self
284030004,,
284030005,2.0,3:Self
284030006,2.0,3:Self
284030008,1.0,3:Self
284030012,1.0,3:Self
284040002,1.0,
284040004,,
284050013,1.0,3:Self
284060002,,
284070003,1.0,3:Self
284070005,,
284070006,1.0,3:Self
284070008,2.0,3:Self
284080002,,
284090002,,
284100003,1.0,
284110002,2.0,
284110009,,
284110010,1.0,3:Self
284120005,,
284130005,,
284140001,,
284145102,2.0,3:Self
284145202,2.0,3:Self
284150004,2.0,3:Self
284160004,1.0,
284160010,,
284170003,1.0,3:Self
284190003,1.0,3:Self
284200003,,
284210008,2.0,3:Self
284210009,1.0,4:Family
284230002,,
284230003,,
284230004,,
284230005,1.0,3:Self
284240001,,
284240004,1.0,3:Self
284240009,,
284250002,1.0,
284250005,1.0,3:Self
284270005,,
284280005,,
284290002,,
284294102,1.0,3:Self
285010002,,
285020002,,
285020004,,
285020006,,
285024202,1.0,3:Self
285030002,,
285040001,,
285040003,,
285045102,1.0,3:Self
285050005,,
285050010,2.0,3:Self
285054102,,
285060004,,
285064202,,
285070002,2.0,3:Self
285083102,,
285100006,,
285100008,,
285100010,,
285104102,,
285110004,,
285111104,,
285120003,,
285123102,,
285130006,2.0,3:Self
285130007,2.0,3:Self
285130008,1.0,3:Self
285134102,,
285140002,,
285140006,,
285150002,,
285160002,1.0,
285160006,1.0,3:Self
285160009,1.0,3:Self
285163202,,
285165202,1.0,3:Self
285180003,,
285180006,1.0,3:Self
285200005,2.0,1:Parent
285200007,,
285203102,,
285203202,,
285204102,1.0,
285204104,1.0,3:Self
286010002,2.0,3:Self
286010003,1.0,3:Self
286010004,1.0,3:Self
286010005,,
286010007,1.0,3:Self
286020002,,
286020003,,
286020006,1.0,3:Self
286024102,,
286040002,,
286045102,1.0,3:Self
286050007,,
286053102,,
286053202,,
286060002,,
286060006,2.0,3:Self
286064102,,
286064103,1.0,3:Self
286070003,,
286070005,1.0,4:Family
286075102,1.0,3:Self
286080002,,
286080003,,
286093102,,
286110001,,
286110002,1.0,
286120002,,
286120003,,
286120007,1.0,3:Self
286140002,1.0,
286140003,1.0,3:Self
286140007,1.0,3:Self
286150002,,
286150003,1.0,3:Self
286160002,,
286165102,1.0,3:Self
286165202,1.0,3:Self
286170002,,
286190002,,
286190003,,
286190004,1.0,3:Self
286200002,,
286200006,1.0,3:Self
287020002,,
287020003,2.0,3:Self
287020005,1.0,3:Self
287040005,,
287050002,,
287050003,1.0,3:Self
287050004,1.0,3:Self
287050005,1.0,3:Self
287060002,,
287065102,1.0,3:Self
287090002,,
287100003,1.0,
287100005,1.0,3:Self
287103202,,
287110003,1.0,3:Self
287113109,1.0,3:Self
287120006,1.0,3:Self
287135102,1.0,3:Self
287140005,1.0,
287150004,1.0,3:Self
287160003,,
287160007,,
287170002,1.0,
287170006,1.0,3:Self
287190002,,
287200002,,
287200010,1.0,3:Self
287210004,,
287210005,2.0,3:Self
287211104,,
287220004,,
287220007,1.0,3:Self
287230002,,
287230006,1.0,3:Self
287230007,1.0,3:Self
287240002,1.0,
287253102,,
287260002,,
287260003,,
287260004,1.0,3:Self
287260005,1.0,3:Self
287270004,1.0,3:Self
287280002,,
287290002,,
287290003,1.0,3:Self
287295202,1.0,3:Self
287300005,,
287410005,1.0,
287415102,1.0,3:Self
287420003,,
287420004,,
287424102,,
288010002,,
288010003,1.0,3:Self
288030002,,
288030003,1.0,3:Self
288030004,1.0,3:Self
288040002,,
288045102,1.0,3:Self
288050002,,
288060002,,
288065102,1.0,3:Self
288070003,,
288070005,1.0,3:Self
288080002,,
288080007,1.0,3:Self
288090003,1.0,3:Self
288100003,,
288110002,,
288110006,1.0,3:Self
288120002,1.0,
288120004,1.0,3:Self
288130004,,
288134104,1.0,3:Self
288140002,1.0,
288140005,1.0,3:Self
288140008,1.0,3:Self
288150002,,
288150007,1.0,3:Self
288160002,,
288160004,,
288160006,1.0,3:Self
288164102,,
288170002,,
288170007,1.0,3:Self
288180003,2.0,3:Self
288180007,1.0,3:Self
288182102,2.0,3:Self
288190003,,
288193204,,
288195102,2.0,3:Self
288200002,,
288200004,,
288210004,1.0,3:Self
288210005,,
288210006,,
288214102,,
288220002,,
288230004,1.0,
288230006,,
288234103,,
288240004,,
288240008,,
288245102,1.0,3:Self
288245202,1.0,3:Self
288250003,,
288260001,,
288260008,1.0,3:Self
288270008,1.0,3:Self
288274102,1.0,3:Self
288280003,1.0,3:Self
288280005,1.0,4:Family
288280007,,
288285302,1.0,3:Self
288290002,,
288290003,1.0,3:Self
288290004,1.0,3:Self
288293102,,
288300002,,
288410002,,
288410003,2.0,3:Self
288410007,1.0,3:Self
289020003,,
289020007,,
289020008,1.0,3:Self
289024107,1.0,3:Self
289030002,3.0,3:Self
289030012,2.0,
289033104,1.0,3:Self
289033211,2.0,3:Self
289040002,,
289060002,,
289064102,1.0,3:Self
289070002,1.0,3:Self
289070004,1.0,1:Parent
289080002,,
289080003,,
289090004,,
289090009,1.0,3:Self
289100002,,
289100003,1.0,3:Self
289110002,,
289110003,1.0,3:Self
289110005,2.0,3:Self
289123103,,
289130004,,
289140005,,
289143102,,
289143103,1.0,3:Self
289143104,1.0,3:Self
289143202,,
289150004,,
289150010,1.0,3:Self
289160006,,
289160010,2.0,
289160012,1.0,3:Self
289160014,1.0,3:Self
289163103,1.0,3:Self
289164204,1.0,3:Self
289165102,1.0,3:Self
289170002,,
289170004,,
289170005,1.0,3:Self
289174102,2.0,3:Self
289200006,,
289223102,1.0,1:Parent
289230005,,
289234107,2.0,3:Self
289250002,,
289250003,2.0,3:Self
289250004,,
289250012,2.0,3:Self
289251104,1.0,3:Self
289260005,,
289260006,,
289264102,,
289270002,2.0,
289270008,,
289273104,1.0,3:Self
289280009,1.0,3:Self
289283102,,
289284102,,
289285102,1.0,3:Self
289290004,1.0,3:Self
289290006,,
289290007,1.0,3:Self
289300007,,
289300012,1.0,3:Self
289300013,1.0,3:Self
289304102,,
289410007,1.0,3:Self
289410013,1.0,3:Self
289413202,2.0,3:Self
289420003,,
289420005,1.0,3:Self
289420008,1.0,3:Self
289424102,,
289430002,,
289430003,1.0,3:Self
289430005,1.0,3:Self
289430009,1.0,3:Self
290010003,,
290010005,1.0,3:Self
290015102,1.0,3:Self
290020002,,
290040002,,
290050007,1.0,3:Self
290054102,,
290060002,,
290060005,,
290070002,,
290070011,1.0,3:Self
290080005,,
290080007,,
290083106,1.0,
290090004,1.0,
290093102,,
290100002,1.0,3:Self
290110002,,
290120003,,
